Cluster	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment	count	GeneRatio	experiment_order	hour6_NES	hour12_NES	ci_dependent_NES	sig_hours
hour_6	GO:0055085	transmembrane transport	488	-0.344627867070402	-1.54648462683676	0.00011063170704724	0.00886096342838731	0.00624648458588068	2389	tags=33%, list=23%, signal=27%	Sfxn1-3/wtrw/Rgk1/VhaM9.7-a/CG7882/MFS10/porin/Mct1/CG14160/ZnT41F/CG17751/CG31030/CG16727/Catsup/CG7888/Tim17a2/Shab/CG42816/MFS14/Sec61alpha/CG32669/CG9663/CG6125/CarT/pain/Cam/Cngl/CG5853/shakB/ZnT86D/Dic1/CG4462/Irk3/VhaAC45/CG31121/Task7/CG33281/CG4995/TRAM/CG33282/CG42594/MFS18/TrpA1/CG15279/Ca-beta/Vha36-3/CG6484/Ndae1/hoe2/Porin2/CG8051/Vha68-2/CG11898/CG17752/CG8908/CG31106/salt/Eglp4/qvr/CG42514/Trp1/CG6126/NAAT1/Picot/Ent3/CG13384/CG3285/Ostgamma/CG9864/CG12344/Hsp60C/eag/CG6329/CG15406/CG4607/CG1607/Mdr50/Fer1HCH/CG8531/CG31272/nAChRalpha7/CG1688/cac/CG2003/SK/Atet/aralar1/kcc/st/Vha44/Rdl/Oatp58Dc/CG9657/Oatp33Eb/CG12531/sesB/CG14856/Nhe2/meigo/nAChRalpha6/VGAT/CG6723/CG9396/Esp/CngA/CG7272/Ucp4C/CG1208/CG32053/GluClalpha/SLC22A/Tret1-2/Drip/Sh/CG42260/Vha100-5/CG8468/CG5002/CG8654/CG14857/CG4797/slo/Orct/nrv2/CG15096/nrv3/Mdr65/CG3164/CG1213/VAChT/pHCl-2/w/Ih/CG18281/CG9664/CG4743/Eaat1/Nckx30C/CG17929/CG8785/nAChRbeta1/nAChRalpha5/CG14196/Smvt/para/VGlut/nAChRalpha3/CG10226/CG17930/trpl/CG6901/CG17646/CG1090/Vha100-4/Zip42C.2/CG12194/Tret1-1/trp/CG6356/CG15553	160	0.327868852459016	1	-1.54648462683676	NA	NA	2
hour_6	GO:0055114	oxidation-reduction process	439	-0.359692122987481	-1.60190881057082	0.000112044817927171	0.00886096342838731	0.00624648458588068	1813	tags=27%, list=17%, signal=23%	CG31075/Irp-1A/PH4alphaEFB/Cyp6a21/su(r)/Mco1/CG7461/Cyp6d4/Gbs-70E/T3dh/PhKgamma/CG9743/Aldh/CG4036/Cyp4e2/GstO3/CG7470/CG12766/Phm/Ssadh/CG6638/CG32201/CG18547/Men-b/CG2767/fa2h/Fmo-1/nvd/ninaB/AGBE/Cyp318a1/CG33178/Ccs/CG17221/yip2/CG1998/Desat1/CG14997/Cyp311a1/aralar1/D2hgdh/Cyp6a13/Cyp9f2/CG14688/Cyp9c1/Cyp12c1/Cyp6a18/Prx3/CG9512/CG42331/Cyp309a1/FASN1/CG1544/GlyS/CG3999/Pask/Eip71CD/CG9547/Mfe2/AOX1/Uro/Cyp9b2/CG5009/CG10863/ACC/UGP/Nmdmc/Cyp28a5/CG9485/Irc/P5cr-2/Cyp12a5/CG15864/Cyp6a8/shd/CG9527/Cyp4e3/Cyp4g15/Plod/Cyp4p3/Cyp6g1/ry/Cyp6d5/Cyp12a4/CG5493/Cyp6a2/Sodh-1/pug/Cyp309a2/CG15717/Cyp304a1/AdipoR/CG6910/GlyP/CG5346/Fmo-2/Hn/Cyp28d1/Cyp12b2/Cyp4ac1/CG18003/Cyp6w1/LKRSDH/CG9331/Cyp9b1/CG5321/Adh/CG3397/CG18231/CG12338/CG7560/CG11236/CG4335/Cyp4ac2/CG8665/Sardh/Cyp6d2	117	0.266514806378132	1	-1.60190881057082	NA	NA	1
hour_6	GO:0006952	defense response	341	-0.356915181836813	-1.56112443448965	0.000116009280742459	0.00886096342838731	0.00624648458588068	1062	tags=23%, list=10%, signal=22%	CG9008/kug/DIP1/CG15199/Ski6/Tep3/Tehao/IM23/NUCB1/IM3/egr/pic/Dredd/Rab6/LanB1/Thor/Ulp1/LysE/IM1/IM2/Cdk9/Cyp6a13/St3/AGO2/Drs/E(bx)/Src42A/GNBP2/NimB1/CG10433/NimB5/CG9380/bbg/Rel/SPH93/Stat92E/Mtk/spirit/PGRP-SA/PGRP-SB2/vir-1/grass/Spn42Dd/Tep2/CG4325/IM14/Lmpt/fon/Glt/PGRP-LF/CG42564/dnr1/Vago/Dif/GlyP/CG15203/AttB/FMRFa/PGRP-SD/AttA/Hayan/Gbp1/MP1/Hf/psh/GNBP3/NimB2/DptA/smog/CG16756/PGRP-SB1/Spn77Ba/CG33493/GNBP-like3/SPE/AttC/nec/DptB/CG6426	79	0.231671554252199	1	-1.56112443448965	NA	NA	2
hour_6	GO:0006082	organic acid metabolic process	346	-0.373655618897612	-1.63491250167048	0.000116090085906664	0.00886096342838731	0.00624648458588068	1813	tags=25%, list=17%, signal=22%	CG31075/Irp-1A/Pfrx/PH4alphaEFB/Iyd/CG5955/T3dh/CG9743/CG9459/bgm/Aldh/Gip/CG11407/pn/CG7069/CG7470/Dhpr/GatA/AlaRS/Ssadh/TyrRS/CG6638/b/yellow-f2/AhcyL1/CG32201/CG9458/Men-b/TrpRS-m/fa2h/mino/CG33178/CG31522/Oat/yip2/Gnmt/Desat1/Mtap/Sply/D2hgdh/CG11453/CG14688/CG1673/CG4563/CG1544/CG3999/Eip71CD/CG9547/Gad1/Mfe2/AcCoAS/amd/CG5009/ACC/Nmdmc/P5cr-2/Odc1/CG15864/CG15117/Cyp6a8/CG9527/e/Plod/ry/CG17109/AsnS/CG10361/ppl/pyd3/CG5493/Hex-C/Gs2/pug/AdipoR/Acsl/CG10621/Hn/CG6415/CDase/v/Spat/CG18231/CG12338/CG7560/CG11236/CG8665/Sardh/hll	88	0.254335260115607	1	-1.63491250167048	NA	NA	1
hour_6	GO:0043436	oxoacid metabolic process	344	-0.374704618745224	-1.6388368928117	0.000116198001394376	0.00886096342838731	0.00624648458588068	1813	tags=26%, list=17%, signal=22%	CG31075/Irp-1A/Pfrx/PH4alphaEFB/Iyd/CG5955/T3dh/CG9743/CG9459/bgm/Aldh/Gip/CG11407/pn/CG7069/CG7470/Dhpr/GatA/AlaRS/Ssadh/TyrRS/CG6638/b/yellow-f2/AhcyL1/CG32201/CG9458/Men-b/TrpRS-m/fa2h/mino/CG33178/CG31522/Oat/yip2/Gnmt/Desat1/Mtap/Sply/D2hgdh/CG11453/CG14688/CG1673/CG4563/CG1544/CG3999/Eip71CD/CG9547/Gad1/Mfe2/AcCoAS/amd/CG5009/ACC/Nmdmc/P5cr-2/Odc1/CG15864/CG15117/Cyp6a8/CG9527/e/Plod/ry/CG17109/AsnS/CG10361/ppl/pyd3/CG5493/Hex-C/Gs2/pug/AdipoR/Acsl/CG10621/Hn/CG6415/CDase/v/Spat/CG18231/CG12338/CG7560/CG11236/CG8665/Sardh/hll	88	0.255813953488372	1	-1.6388368928117	NA	NA	1
hour_6	GO:0009607	response to biotic stimulus	339	-0.369458720306671	-1.6147184831904	0.000116346713205352	0.00886096342838731	0.00624648458588068	1837	tags=24%, list=18%, signal=21%	CG9008/smt3/kug/DIP1/CG15199/Ski6/Tep3/alphaTub84B/Tehao/IM23/NUCB1/IM3/egr/vvl/pic/Dredd/Rab6/Phm/LanB1/Thor/LysE/IM1/p38c/IM2/Cdk9/Fer1HCH/Cyp6a13/St3/AGO2/Drs/Src42A/NimB1/NimB5/CG9380/Rel/SPH93/Stat92E/Mtk/spirit/PGRP-SA/PGRP-SB2/vir-1/grass/Spn42Dd/Ance/Tep2/CG4325/IM14/Lmpt/Glt/Obp99c/PGRP-LF/CG42564/Phk-3/dnr1/Vago/Dif/Tsf1/GlyP/CG15203/AttB/PGRP-SD/AttA/Gbp1/MP1/CG9372/psh/GNBP3/NimB2/DptA/IM33/smog/CG16756/PGRP-SB1/CG33493/GNBP-like3/SPE/AttC/Yp3/nec/DptB/Spn88Eb/CG6426	83	0.244837758112094	1	-1.6147184831904	NA	NA	1
hour_6	GO:0043207	response to external biotic stimulus	339	-0.369458720306671	-1.6147184831904	0.000116346713205352	0.00886096342838731	0.00624648458588068	1837	tags=24%, list=18%, signal=21%	CG9008/smt3/kug/DIP1/CG15199/Ski6/Tep3/alphaTub84B/Tehao/IM23/NUCB1/IM3/egr/vvl/pic/Dredd/Rab6/Phm/LanB1/Thor/LysE/IM1/p38c/IM2/Cdk9/Fer1HCH/Cyp6a13/St3/AGO2/Drs/Src42A/NimB1/NimB5/CG9380/Rel/SPH93/Stat92E/Mtk/spirit/PGRP-SA/PGRP-SB2/vir-1/grass/Spn42Dd/Ance/Tep2/CG4325/IM14/Lmpt/Glt/Obp99c/PGRP-LF/CG42564/Phk-3/dnr1/Vago/Dif/Tsf1/GlyP/CG15203/AttB/PGRP-SD/AttA/Gbp1/MP1/CG9372/psh/GNBP3/NimB2/DptA/IM33/smog/CG16756/PGRP-SB1/CG33493/GNBP-like3/SPE/AttC/Yp3/nec/DptB/Spn88Eb/CG6426	83	0.244837758112094	1	-1.6147184831904	NA	NA	1
hour_6	GO:0051707	response to other organism	339	-0.369458720306671	-1.6147184831904	0.000116346713205352	0.00886096342838731	0.00624648458588068	1837	tags=24%, list=18%, signal=21%	CG9008/smt3/kug/DIP1/CG15199/Ski6/Tep3/alphaTub84B/Tehao/IM23/NUCB1/IM3/egr/vvl/pic/Dredd/Rab6/Phm/LanB1/Thor/LysE/IM1/p38c/IM2/Cdk9/Fer1HCH/Cyp6a13/St3/AGO2/Drs/Src42A/NimB1/NimB5/CG9380/Rel/SPH93/Stat92E/Mtk/spirit/PGRP-SA/PGRP-SB2/vir-1/grass/Spn42Dd/Ance/Tep2/CG4325/IM14/Lmpt/Glt/Obp99c/PGRP-LF/CG42564/Phk-3/dnr1/Vago/Dif/Tsf1/GlyP/CG15203/AttB/PGRP-SD/AttA/Gbp1/MP1/CG9372/psh/GNBP3/NimB2/DptA/IM33/smog/CG16756/PGRP-SB1/CG33493/GNBP-like3/SPE/AttC/Yp3/nec/DptB/Spn88Eb/CG6426	83	0.244837758112094	1	-1.6147184831904	NA	NA	1
hour_6	GO:0019752	carboxylic acid metabolic process	333	-0.381696568842258	-1.66610922792472	0.000116631677163518	0.00886096342838731	0.00624648458588068	1813	tags=26%, list=17%, signal=22%	CG31075/Irp-1A/Pfrx/PH4alphaEFB/Iyd/CG5955/T3dh/CG9743/CG9459/bgm/Aldh/Gip/CG11407/CG7069/CG7470/Dhpr/GatA/AlaRS/Ssadh/TyrRS/CG6638/b/yellow-f2/AhcyL1/CG32201/CG9458/Men-b/TrpRS-m/fa2h/mino/CG33178/CG31522/Oat/yip2/Gnmt/Desat1/Mtap/Sply/D2hgdh/CG11453/CG14688/CG1673/CG4563/CG1544/CG3999/Eip71CD/CG9547/Gad1/Mfe2/AcCoAS/amd/CG5009/ACC/Nmdmc/P5cr-2/Odc1/CG15864/CG15117/Cyp6a8/CG9527/e/Plod/ry/CG17109/AsnS/CG10361/ppl/pyd3/CG5493/Hex-C/Gs2/pug/AdipoR/Acsl/CG10621/Hn/CG6415/CDase/v/Spat/CG18231/CG12338/CG7560/CG11236/CG8665/Sardh/hll	87	0.261261261261261	1	-1.66610922792472	NA	NA	1
hour_6	GO:0005975	carbohydrate metabolic process	203	-0.433478866730424	-1.80506308394639	0.000125423303649818	0.00886096342838731	0.00624648458588068	1837	tags=31%, list=18%, signal=26%	CG9008/Pfrx/CG3792/NUCB1/Gbs-70E/PhKgamma/Myc/LManIV/CG7069/CG17027/Gk2/Pmm2/Amyrel/beta-Man/Gal/AGBE/Mal-A3/CG17029/Gnmt/Taldo/LManII/Mal-A2/tobi/Gk1/Cht9/CG6805/GNBP2/FASN1/Mal-A8/GlyS/Pask/Mgat2/CG7322/CG11594/CG32444/ACC/UGP/Nmdmc/CG9485/LManV/Adgf-A/Idgf4/Galt/CG15117/CG5171/fbp/CG16965/Mal-A6/Gale/Hex-C/LManI/LManVI/CG6910/Idgf2/LManIII/GlyP/Galk/Mal-A1/GNBP3/Idgf1/Idgf5/Mal-B2/Tps1	63	0.310344827586207	1	-1.80506308394639	NA	NA	1
