Cluster	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment	count	GeneRatio	experiment_order	All_hour_NES	hour0_NES	hour3_NES	hour6_NES	hour12_NES	hour24_NES	sig_hours
hour_0	D009489	Neurosecretion	30	0.660131060548035	2.02847012536716	0.000250125062531266	0.00242098941520907	0.00124457228199242	2003	tags=70%, list=20%, signal=56%	ap/ITP/elav/sug/sqz/wit/Dh44-R2/Burs/Tk/comt/babo/hid/nito/Hex-A/eya/TrpA1/sNPF/lark/per/Dh44/foxo	21	0.7	2	0	2.02847012536716	0	0	0	0	6
hour_0	D003623	Dark Adaptation	35	0.692200558446149	2.19014602658511	0.000256147540983607	0.00242098941520907	0.00124457228199242	1828	tags=60%, list=18%, signal=49%	chp/trpl/Cpn/ninaC/trp/rdgC/rdgA/Arr1/Galphaq/w/Arr2/ninaE/Mms19/hid/inaD/t/eya/tim/Ork1/per/hdc	21	0.6	2	0	2.19014602658511	0	0	0	0	6
hour_0	D000221	Adaptation, Ocular	39	0.628302918153574	2.04391243798008	0.000257731958762887	0.00242098941520907	0.00124457228199242	1826	tags=46%, list=18%, signal=38%	Clk/trpl/ninaC/trp/rdgC/rdgA/Arr1/Galphaq/Pp2A-29B/Sh/Arr2/ninaE/Mms19/inaD/eya/tim/per/Cam	18	0.461538461538462	2	0	2.04391243798008	0	0	0	0	6
hour_0	D055253	Color Vision	36	0.684749545960648	2.17793326750857	0.000258933195235629	0.00242098941520907	0.00124457228199242	1569	tags=50%, list=16%, signal=42%	Ekar/Syn/pros/dve/nSyb/VGlut/Con/hth/ChAT/Dcr-2/brp/clumsy/ninaE/Fas3/tgo/kibra/CG11155/melt	18	0.5	2	0	2.17793326750857	0	0	0	0	6
hour_0	D060388	Support Vector Machine	37	0.710260164210269	2.27525664480091	0.000258933195235629	0.00242098941520907	0.00124457228199242	1981	tags=70%, list=20%, signal=57%	Hr3/abd-A/Eip78C/Eip74EF/bab2/srp/Trl/sim/Eip93F/Pdp1/br/noc/pdm2/ftz-f1/vri/odd/zfh1/disco/Aef1/unc-4/tj/E23/salm/mbc/EcR/Antp	26	0.702702702702703	2	0	2.27525664480091	0	0	0	0	6
hour_0	D005813	Genes, Synthetic	40	0.651522848164054	2.12727591996004	0.000259268861809697	0.00242098941520907	0.00124457228199242	1981	tags=48%, list=20%, signal=38%	Ubx/gt/tsh/lab/Abd-B/zen/toy/Myc/mwh/w/Myd88/ry/ci/ptc/hh/kn/per/salm/Antp	19	0.475	2	0	2.12727591996004	0	0	0	0	6
hour_0	D018466	Gravity Sensing	40	0.637172328040103	2.08042028629407	0.000259268861809697	0.00242098941520907	0.00124457228199242	2034	tags=50%, list=20%, signal=40%	esg/nSyb/elav/yuri/br/CG13795/insc/Mrp4/l(3)L1231/w/CG34353/Fas2/brp/Hr38/lov/pain/ph-p/otk/Tat/kay	20	0.5	2	0	2.08042028629407	0	0	0	0	6
hour_0	D019077	Helix-Turn-Helix Motifs	40	0.666053963549471	2.17472121207322	0.000259268861809697	0.00242098941520907	0.00124457228199242	2457	tags=62%, list=24%, signal=47%	brk/bab2/chinmo/Trl/fru/stj/Eip93F/br/CG4587/orb/w/CG6765/lov/prd/bab1/ttk/CG16868/tim/per/Ca-Ma2d/so/CG12236/psq/danr/egl	25	0.625	2	0	2.17472121207322	0	0	0	0	6
hour_0	D011597	Psychomotor Performance	41	0.596427142158295	1.95597046441591	0.000260824204486176	0.00242098941520907	0.00124457228199242	2156	tags=56%, list=21%, signal=44%	Octbeta1R/cac/Syn/nAChRalpha7/DopEcR/nSyb/elav/fru/dsx/Syt1/w/brp/ninaE/GAPcenA/Hsp70Bb/eya/FoxP/stac/TrpA1/CG45263/rut/kay/norpA	23	0.560975609756098	2	0	1.95597046441591	0	0	0	0	6
hour_0	D016571	Neural Networks (Computer)	47	0.67209576125891	2.26875030850007	0.000267881060809001	0.00242098941520907	0.00124457228199242	1650	tags=53%, list=16%, signal=45%	Clk/cac/GABA-B-R1/Or43b/Rdl/elav/Ace/VGlut/fru/sog/dsx/fz2/dpp/Stat92E/bnl/InR/Or2a/Gad1/Pc/ptc/hh/Egfr/GABA-B-R3/TrpA1/hop	25	0.531914893617021	2	0	2.26875030850007	0	0	0	0	6
hour_0	D040961	Genetic Drift	49	0.568575728474321	1.93599589948978	0.000268096514745308	0.00242098941520907	0.00124457228199242	2266	tags=47%, list=22%, signal=37%	cac/CG4259/ninaC/slo/Atf3/fru/para/dsx/aop/grh/Galphao/Su(z)2/ex/odd/Bsg/Csp/Su(H)/per/salm/cad/Zip89B/bib/Pvr	23	0.469387755102041	2	0	1.93599589948978	0	0	0	0	6
