Cluster	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment	count	GeneRatio	experiment_order	All_hour_NES	hour0_NES	hour3_NES	hour6_NES	hour12_NES	hour24_NES	sig_hours
hour_0	D050494	Vesicular Acetylcholine Transport Proteins	11	0.848654491066782	2.00987104470361	0.000224064530584808	0.00251674426202728	0.00140117661219945	879	tags=73%, list=9%, signal=66%	nAChRalpha6/nAChRalpha3/nSyb/VAChT/nAChRalpha1/nAChRalpha5/w/ChAT	8	0.727272727272727	2	0	2.00987104470361	0	0	0	0	5
hour_0	D000171	Acrolein	14	0.797582950629558	2.00470011662911	0.000228102189781022	0.00251674426202728	0.00140117661219945	1320	tags=57%, list=13%, signal=50%	trpl/trp/Hk/Sh/mwh/w/chico/Hsp70Bb	8	0.571428571428571	2	0	2.00470011662911	0	0	0	0	5
hour_0	D011802	Quinidine	14	0.80226328227513	2.01646398568917	0.000228102189781022	0.00251674426202728	0.00140117661219945	581	tags=57%, list=6%, signal=54%	Shab/eag/slo/Hk/pum/dnc/ine/Sh	8	0.571428571428571	2	0	2.01646398568917	0	0	0	0	6
hour_0	D051697	Activating Transcription Factor 1	14	0.796183277202367	2.00118208069252	0.000228102189781022	0.00251674426202728	0.00140117661219945	1063	tags=57%, list=11%, signal=51%	Ubx/abd-A/lab/CrebA/hth/dpp/w/pan	8	0.571428571428571	2	0	2.00118208069252	0	0	0	0	4
hour_0	D019789	Tetraethylammonium	16	0.795056824221518	2.07956087361443	0.000229779411764706	0.00251674426202728	0.00140117661219945	902	tags=69%, list=9%, signal=63%	Shab/nAChRalpha7/eag/slo/Slob/dnc/Shaw/Sh/Syt1/Oamb/Octbeta2R	11	0.6875	2	0	2.07956087361443	0	0	0	0	6
hour_0	D005965	Glucuronates	18	0.776985846337482	2.09559914954709	0.00023089355806973	0.00251674426202728	0.00140117661219945	1521	tags=67%, list=15%, signal=57%	Ubi-p63E/Sdc/sfl/dpp/w/ry/dally/Hsepi/Hs6st/hh/arm/Sulf1	12	0.666666666666667	2	0	2.09559914954709	0	0	0	0	6
hour_0	D018678	Cholinergic Agents	18	0.810162254664455	2.18507884007524	0.00023089355806973	0.00251674426202728	0.00140117661219945	879	tags=67%, list=9%, signal=61%	nAChRalpha6/nAChRbeta1/nAChRalpha3/nAChRalpha7/slo/VAChT/Slob/nAChRalpha1/mAChR-A/nAChRalpha5/Galphaq/ChAT	12	0.666666666666667	2	0	2.18507884007524	0	0	0	0	6
hour_0	D002038	Bungarotoxins	17	0.854538564562023	2.26640468536735	0.000231642344220524	0.00251674426202728	0.00140117661219945	879	tags=65%, list=9%, signal=59%	nAChRalpha6/nAChRbeta1/nAChRalpha3/nAChRalpha7/VAChT/elav/Ace/nAChRalpha1/nAChRalpha5/dnc/ChAT	11	0.647058823529412	2	0	2.26640468536735	0	0	0	0	6
hour_0	D060528	Wnt4 Protein	19	0.770221910198475	2.10805066599222	0.00023191094619666	0.00251674426202728	0.00140117661219945	1504	tags=63%, list=15%, signal=54%	svp/Wnt4/fz2/w/Galphao/pan/ci/odd/Tm1/hh/arm/Mef2	12	0.631578947368421	2	0	2.10805066599222	0	0	0	0	5
hour_0	D002121	Calcium Channel Blockers	24	0.745702166372524	2.16376221960018	0.000236686390532544	0.00251674426202728	0.00140117661219945	1412	tags=71%, list=14%, signal=61%	cac/trpl/trp/slo/nSyb/Ca-alpha1D/Rdl/mAChR-A/dnc/Sh/Syt1/dpp/Chc/Ca-alpha1T/Pka-C1/hh/rad	17	0.708333333333333	2	0	2.16376221960018	0	0	0	0	6
