Cluster	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment	count	GeneRatio	experiment_order
hour_6	D018006	Myogenic Regulatory Factors	496	-0.357655952997718	-1.6016613773431	0.000111049416990561	0.00419406705402945	0.00304469477606494	1732	tags=25%, list=17%, signal=22%	IM23/su(r)/zip/IM3/fz2/CadN/Mp20/Mlp60A/egr/hth/Appl/Dredd/Dbp73D/CG4364/ed/Gk2/CG30349/LanB1/mdy/ninaD/Tig/CG2493/CG9458/fru/sls/sli/IM1/AGBE/p38c/CG32284/repo/Hacd1/bnl/Fer1HCH/CG8531/sns/mbc/wdp/IntS14/Clk/CG12531/Lip4/Nhe2/sug/Drs/CG16890/CG10051/jeb/Src42A/FASN1/GlyS/svp/ap/Mgat2/Rel/Mocs1/Msp300/Stat92E/Mtk/Syt1/scb/sd/PGRP-SA/fzo/PGRP-SB2/brp/ACC/UGP/Con/slo/Spn42Da/Pgm1/nrv2/fkh/CG12224/nrv3/Tep2/CG31704/e/Lst/w/ppl/Pdp1/tim/CG5550/Hex-C/ltl/Hsp70Bc/hig/PGRP-LF/Mmp1/scrt/Dif/Tsf1/h/if/GlyP/CG15203/AttB/FMRFa/tsh/PGRP-SD/AttA/cv-d/v/Antp/Hsp70Bbb/CG16713/Idgf1/Dr/DptA/IM33/CG5080/PGRP-SB1/fipi/GNBP-like3/sv/SPE/Tret1-1/AttC/nec/Cyp6d2/DptB/Hsp70Ba/Hsp70Bb	125	0.252016129032258	1
hour_6	D014280	Triglycerides	452	-0.42216443287001	-1.87794881770197	0.000112384805574286	0.00419406705402945	0.00304469477606494	2177	tags=34%, list=21%, signal=28%	rdgA/Pcyt1/Jon65Ai/CPT2/peb/CRAT/CG6178/CG1774/bond/Oamb/Gart/Cds/foxo/ATPCL/CG10562/kri/CG13659/Ugt301D1/Hmgs/Gpat4/TrpA1/CG5065/alphaTub84B/AkhR/IM23/CG7461/kermit/to/CG9743/CG9459/CG32549/CG15533/qvr/Myc/Dredd/Agpat3/Hacd2/CG3376/DAT/CG17928/CG33510/CG43897/Thor/srl/mdy/CG9458/GstD2/FASN3/fa2h/Fmo-1/Ire1/mino/CG6295/CG31522/yip2/Hacd1/CG6271/Desat1/Mdr50/CG1635/Sply/Npc2d/Decay/Atet/D2hgdh/LManII/santa-maria/Rdl/Lrp4/Clk/tobi/sug/Drs/CG42331/CG31288/FASN1/Mal-A8/GlyS/CG3999/Ucp4C/Rel/Agpat4/Mtk/Sik2/AcCoAS/laza/Dgat2/fzo/CG5009/ACC/CG12746/Nmdmc/CG9485/LManV/Pgm1/Adgf-A/Irc/CG15096/Ance/Cyp6a8/CG9527/apolpp/Fatp1/Ubi-p5E/mag/Had1/Ilp6/Cyp6g1/w/Arc1/fbp/tim/Ubi-p63E/Mal-A6/Cyp6a2/Hex-C/Paics/LManI/Hsp70Bc/Hsp23/CG1941/LManVI/Npc1b/Acsl/Dif/LManIII/CG6830/AttB/Fmo-2/AttA/daw/Npc2g/CG10621/Hn/Orcokinin/cv-d/Npc2h/CDase/Cyt-b5-r/Mtp/CG5321/Spat/DptA/CG11425/Adh/CG4335/pst/Mal-B2/Nepl15/DptB/Lsp2/hll/Lsd-1	153	0.338495575221239	1
hour_6	D018035	Receptors, Odorant	456	-0.390958911406408	-1.73968067222548	0.000112435349673937	0.00419406705402945	0.00304469477606494	2072	tags=32%, list=20%, signal=26%	Cam/elav/Jheh3/shakB/CG7137/bor/Gart/Dcp-1/Cds/Cyp4p2/mRpL20/beta'COP/Muc12Ea/Obp83ef/Ir62a/smt3/CG31075/dsx/ci/TrpA1/glob1/CG6484/alphaTub84B/IM23/Gbs-70E/to/Golgin245/smp-30/CadN/Obp56g/Gr89a/cry/Aldh/vvl/CG4552/Jheh1/CG30427/Galphaq/AlaRS/CG30148/CG10163/ninaD/Obp56a/CG32201/LysE/eag/Atf3/mino/AGBE/IM2/CG6409/Desat1/santa-maria/Vha44/Rdl/Pep/Gk1/Drs/trn/ChAT/CG3999/CG15254/svp/Rel/Msp300/Eip93F/Syt1/AOX1/scb/sd/Tret1-2/AcCoAS/Sh/NPF/Arr1/vir-1/brp/bdl/Syn/CG4797/Cyp28a5/CG9485/Pgm1/grass/fkh/CG17633/Mdr65/Cyp6a8/shd/apolpp/Obp99b/lectin-28C/Had1/eys/Ilp6/Ugt49B1/Cyp6g1/w/Acp36DE/nSyb/tim/CG8560/Gale/Est-6/pros/noc/Eaat1/Obp99c/hig/inaC/Nmdar1/Cyp309a2/Phk-3/CG30419/Obp44a/dnr1/Tsf1/para/Nplp2/GstE9/VGlut/Prat2/Galk/Hf/Cyt-b5-r/CCHa2/Obp99a/Spat/cDIP/IM33/Ekar/CG9691/Obp57c/GNBP-like3/Mal-B2/CG12374/ninaE/Tret1-1/tsl/trp/CG14990/Arr2/Lsp2/hll	144	0.315789473684211	1
hour_6	D056926	CLOCK Proteins	438	-0.377621106032288	-1.67764446500786	0.000112561909049977	0.00419406705402945	0.00304469477606494	1810	tags=27%, list=17%, signal=23%	dsx/TrpA1/Pfrx/Ca-beta/Cyp6a21/Tep3/alphaTub84B/cbt/to/Vha68-2/Mlp60A/cry/CG15068/qvr/brk/CG10657/Nipped-A/DAT/tutl/Picot/Bdbt/Hr38/alph/CG6767/b/AhcyL1/AGO1/Nmt/Hr3/Atf3/IM1/Rab9/eIF5B/Fer1HCH/cac/Hsc70-3/CG8343/SK/Sar1/bun/Atet/Rdl/Ldh/Clk/sesB/sug/AGO2/Drs/svp/Rel/Kif3C/CG7322/Stat92E/Eip93F/Mtk/GstE7/Sik2/Sh/CG11852/Trl/PGRP-SA/RpL38/brp/ACC/Syn/Nmdmc/slo/CG15096/CG13868/Tep2/Obp99b/lectin-28C/VAChT/e/Sox102F/w/Ih/CG3348/Pdp1/nSyb/tim/Gp150/Hsp70Bc/Sodh-1/CG9377/Mmp1/Phk-3/Cpr72Ec/Dif/CG18135/AttB/Acer/para/phu/AttA/daw/Hn/Mal-A1/Rh6/CG9649/Rh5/Obp99a/Pdfr/Gat/Irk1/DptA/Nepl10/PGRP-SB1/CG42613/Obp57c/GNBP-like3/ninaC/ninaE/CG18107/Tret1-1/AttC/Kr-h1/Hsp70Ba/Hsp70Bb	119	0.271689497716895	1
hour_6	D017470	Receptors, Glutamate	434	-0.356427358215467	-1.58228689386954	0.0001127649977447	0.00419406705402945	0.00304469477606494	2288	tags=29%, list=22%, signal=24%	Rab3-GAP/CG10638/futsch/Rip11/drl/CG31694/Syx1A/Shab/NHP2/Pka-C1/CG6071/pan/pain/elav/shakB/CG10576/VhaAC45/Bsg/myo/Itgbn/fra/Khc/stmA/Ir62a/IA-2/ci/TrpA1/Past1/alphaTub84B/Nsun2/fz2/Golgin245/CadN/Synd/CG4364/tutl/CG10407/CG42709/LanB1/metro/CG18547/eag/inaD/CG1607/repo/nAChRalpha7/cpa/cac/dally/SK/D2hgdh/DCP2/Vha44/Rdl/sbm/mtg/meigo/nAChRalpha6/Ank2/Drs/ChAT/VGAT/Snap25/ap/Msp300/GluClalpha/Gad1/Mtk/Syt1/Ubqn/Sh/chp/Nlg3/brp/Syn/betaTub97EF/Nmdmc/CadN2/Con/slo/nrv2/CG15864/CG12224/VAChT/unc-5/Sox102F/CG13641/eys/w/mod/nSyb/pros/Eaat1/Gp150/Lfg/Gs2/mGluR/Nmdar1/scrt/nAChRbeta1/nAChRalpha5/h/if/FMRFa/para/CG14642/AttA/daw/VGlut/nAChRalpha3/CG11459/trpl/Eaat2/Rh6/cv-d/Antp/CG14945/lectin-24A/Nep4/DptA/Ekar/CG3397/smog/ninaE/trp/Sardh/Kr-h1/CG15553	128	0.294930875576037	1
hour_6	D010100	Oxygen	409	-0.357034726228294	-1.57760047668353	0.000113584734211722	0.00419406705402945	0.00304469477606494	1803	tags=25%, list=17%, signal=22%	CG8112/Gpat4/TrpA1/Irp-1A/CG1882/glob1/alphaTub84B/su(r)/knrl/CG5955/Gycalpha99B/egr/Prosalpha5/cry/vvl/Myc/Trf2/CG32335/CG6767/Thor/Taf6/srl/mdy/AGO1/GstD3/GstD2/Ugt49C1/CG1773/Pgant4/Rpn2/Alp4/repo/yip2/bnl/Fer1HCH/cac/Hsc70-3/dally/alt/Xrp1/Ldh/Cyp12c1/Drs/CG31769/Cyp309a1/CngA/Rel/Mocs1/GluClalpha/Agpat4/CG9547/Mtk/GstE7/AOX1/Sh/CG16898/CG42260/PGRP-SA/vir-1/ACC/UGP/Nmdmc/Adgf-D/Pgant2/Orct/Adgf-A/CG9119/shd/CG9527/CG15784/Cyp4e3/w/sty/ry/fbp/CG11089/CG2064/pros/Paics/Hsp70Bc/Hsp23/pug/Cyp309a2/Acsl/Dif/h/moody/AttB/FMRFa/para/AttA/v/Hsp70Bbb/Pdfr/Cyp9b1/DptA/CG3397/AttC/Cyp6d2/DptB/Ugt37A3/Hsp68/Hsp70Ba/Hsp70Bb	104	0.254278728606357	1
hour_6	D013482	Superoxide Dismutase	402	-0.404132500217788	-1.78455089716721	0.00011368804001819	0.00419406705402945	0.00304469477606494	2123	tags=32%, list=20%, signal=27%	peb/ND-51/Psa/p/elav/Oamb/Gart/foxo/CG8353/NAT1/Pfas/Pepck2/CG13659/Sil1/Prp19/CG11200/MTF-1/CG9008/CG31075/dsx/CG8112/mwh/Irp-1A/CG1882/glob1/su(r)/CG5955/fz2/Ace/Aldh/GstT4/qvr/Atg8a/CG5033/AnxB11/Qsox1/CG7470/CG6767/Thor/b/Hsp60C/AGO1/GstD3/Men-b/eag/sls/ninaB/Ugt49C1/IM1/IM2/CG6295/Ac76E/Ccs/repo/Fer1HCH/CG17224/Hsc70-3/Xrp1/Cyp6a13/Ldh/Cyp12c1/Lip4/Gk1/Prx3/AGO2/Drs/ChAT/CG16890/Cyp309a1/svp/Rel/Mocs1/Stat92E/CG9547/Syt1/GstE7/AOX1/AcCoAS/Sh/CG16898/Hsc70Cb/JhI-26/vir-1/brp/Nmdmc/Cyp28a5/Pgm1/Irc/Galt/shd/CG15784/Tep2/Cyp4e3/mag/e/w/ry/Acp36DE/fbp/nSyb/CG11089/CG2064/Cyp6d5/Est-6/Hex-C/Paics/Hsp70Bc/CG9377/Nepl21/pug/Cyp309a2/AttB/para/PGRP-SD/AttA/Hsp70Bbb/lectin-24A/DptA/Adh/CG3397/Mal-B2/fit/Tps1/Cyp6d2/Ugt37A3/Lsp1beta/Hsp68/Nplp3/Hsp70Ba/Hsp70Bb	130	0.323383084577114	1
hour_6	D007473	Ion Channels	380	-0.391995238275838	-1.72389269809826	0.000114573785517874	0.00419406705402945	0.00304469477606494	2084	tags=32%, list=20%, signal=26%	pain/Cam/Cngl/shakB/Oamb/Lim3/Cds/foxo/OtopLa/fra/Khc/mbm/retm/rtp/ci/TrpA1/Ca-beta/Ndae1/beat-IIa/CadN/bgm/qvr/Appl/Dredd/Rab3-GEF/Galphaq/kek4/DAT/ppk19/Phm/CG12344/srl/Hsp60C/ninaD/beat-VI/fru/eag/ninaB/Rh7/unc-13/inaD/CG9279/beat-IIb/Irk2/repo/nAChRalpha7/cac/SK/santa-maria/Rdl/Clk/nAChRalpha6/Ank2/Drs/ChAT/ppk20/VGAT/Src42A/CngA/Snap25/Ucp4C/Rel/GluClalpha/mAChR-A/Gad1/Syt1/laza/Sh/CG42260/chp/NPF/Arr1/Syn/slo/Inx7/OtopLc/cpx/CG3556/Pkd2/unc80/unc-5/Gbeta76C/pHCl-2/eys/Cyp6g1/w/Ih/beat-VII/Eaat1/Nckx30C/Hsp70Bc/inaC/mGluR/Nmdar1/nAChRbeta1/nAChRalpha5/yuri/OtopLb/para/AttA/nAChRalpha3/Ggamma30A/trpl/Eaat2/Rh6/Rh5/Rh3/Hsp70Bbb/CG1552/CG1090/DptA/Ekar/ninaC/ninaE/trp/Arr2/Cpn/toy/Hsp70Ba/Hsp70Bb	120	0.315789473684211	1
hour_6	D051557	Hepatocyte Nuclear Factor 4	375	-0.499606329961841	-2.19391414586569	0.000115114538966271	0.00419406705402945	0.00304469477606494	1608	tags=37%, list=15%, signal=32%	CG15533/CG12934/Sfp78E/LManIV/CG11407/CG3106/Acbp3/CG12766/CG17475/CG16749/AANATL3/Thor/GstD10/ITP/ninaD/Obp56a/GstD2/CG17192/FASN3/CG12099/IM1/IM2/CG6295/CG32284/repo/yip2/Gnmt/Desat1/CG17224/Jon65Aiii/CG2003/CG13618/epsilonTry/CG6912/CG30043/Drs/CG10051/Cht9/FASN1/CG15254/CG31087/Jon65Aiv/Kif3C/SPH93/CG11594/lectin-37Db/Mtk/AcCoAS/CG17108/CG32483/CG4653/Jon99Ci/ACC/Cyp28a5/LManV/Adgf-A/CG10912/CG18493/fkh/CG4259/CG18088/CG17633/Cyp6a8/Alp2/CG9527/Fatp1/Obp99b/CG2839/IM14/lectin-28C/CG33926/mag/CG5171/Had1/Ugt49B1/w/Arc1/CG10361/Ugt37D1/CG30083/Lsp1alpha/CG5550/Hex-C/Glt/CG31313/Drat/Sodh-1/CG9360/Hsp23/CG7365/CG10910/CG4734/Nepl17/LManVI/Nepl21/CG34227/CG14120/Cyp304a1/Cpr72Ec/CG31446/Vago/CG14567/CG3984/LManIII/CG6296/phu/CG11459/Rh6/Cyp4ac1/Rh5/CG4847/yip7/CG5321/cDIP/CG11619/CG3397/CG5162/Nepl10/CG42246/PGRP-SB1/Nepl19/DNaseII/CG4335/fit/CG12374/Nepl18/Cyp4ac2/CG18249/Sardh/CG30151/Cyp6d2/CG2736/Kr-h1/Lsp1beta/Lsp2/Nplp3/retinin	137	0.365333333333333	1
hour_6	D010088	Oxidoreductases	362	-0.368560017419854	-1.61490869770538	0.000115446779034865	0.00419406705402945	0.00304469477606494	1826	tags=26%, list=18%, signal=22%	TRAM/bab2/CG31075/nemy/Vha36-3/alphaTub84B/su(r)/Mco1/fz2/Vha68-2/Ace/SelG/Aldh/Atg8a/Qsox1/CG6145/CG7470/CG6767/Hsp60C/mdy/Ndf/GstD3/tud/FASN3/CG17221/CG1998/CG5096/st/Cyp6a13/Ldh/Aldh7A1/Cyp12c1/Lerp/Cyp6a18/trn/E(bx)/CG42331/FASN1/svp/ap/Mocs1/Eip71CD/Mtk/Mfe2/AOX1/AcCoAS/Sh/Cyp9b2/CG5009/msl-2/ACC/Pgm1/Irc/Idgf4/Fatp1/Obp99b/PlexB/unc-5/ergic53/Top2/Ilp6/w/ry/CG11089/Hex-C/Drat/Hsp70Bc/Sodh-1/Hsp23/Mmp1/Nepl21/rgn/Acsl/h/AttB/para/AttA/Hn/Galk/Rh6/v/Hsp70Bbb/Idgf1/Adh/CG5162/ninaC/teq/ninaE/Tret1-1/AttC/DptB/Pdh/Hsp68/Hsp70Ba/Hsp70Bb	95	0.262430939226519	1
